service_name,category_tree
Pulizia Viso con Alta Frequenza,Trattamenti Viso
Pulizia Viso classica,Trattamenti Viso
Allungamento Gel ,Ricostruzione Unghie
Allungamento Gel con Baby-boomer o Frech,Ricostruzione Unghie
Allungamento Gel  Onicofagica,Ricostruzione Unghie
Allungamento Acrygel,Ricostruzione Unghie
Allungamento Acrygel  Onicofagia,Ricostruzione Unghie
Cambio Colore,Ricostruzione Unghie
Cambio Lucido,Ricostruzione Unghie
Refil gel entro 3 sett e mezzo,Ricostruzione Unghie
Refil gel Baby-boomer o Frech entro 3 sett e mezzo,Ricostruzione Unghie
Refil Acrygel ,Ricostruzione Unghie
Refil Acrygel Baby-boomer o  French,Ricostruzione Unghie
Montaggio Presso Terapia,Trattamenti Corpo
Trattamento Presso Terapia,Trattamenti Corpo
Laser Gambe,Laser  > Laser Donna
Laser Mezza Gamba,Laser  > Laser Donna
Laser Ascelle ,Laser  > Laser Donna
Laser Braccia,Laser  > Laser Donna
Laser Glutei,Laser  > Laser Donna
Laser Inguine Totale o Parziale,Laser  > Laser Donna
Laser Mani,Laser  > Laser Donna
Laser Piedi,Laser  > Laser Donna
Laser Labbro Superiore,Laser  > Laser Donna
Laser Mento,Laser  > Laser Donna
Laser Basette,Laser  > Laser Donna
Laser Zigomi,Laser  > Laser Donna
Laser Braccia ,Laser  > Laser Uomo
Laser Spalle ,Laser  > Laser Uomo
Laser Schiena,Laser  > Laser Uomo
Laser Petto,Laser  > Laser Uomo
Laser Addome,Laser  > Laser Uomo
Laser Collo ,Laser  > Laser Uomo
Laser Piedi,Laser  > Laser Uomo
Massaggio Decontratturante Schiena ,Trattamenti Corpo
Massaggio Drenante,Trattamenti Corpo
Massaggio Drenante,Trattamenti Corpo
Massaggio Rilassante ,Trattamenti Corpo
Massaggio Rilassante ,Trattamenti Corpo
Allungamento unghie gel nuove clienti ,Trattamenti in Offerta
Manicure russa+ semipermanente mani nuove clienti,Trattamenti in Offerta
sos unghia,Ricostruzione Unghie
Ceretta Labbro Superiore, Ceretta > Ceretta Donna
Ceretta Mento, Ceretta > Ceretta Donna
Ceretta Labbro Superiore + Mento, Ceretta > Ceretta Donna
Ceretta Basette, Ceretta > Ceretta Donna
Ceretta Brasiliana Mento, Ceretta > Ceretta Donna
Ceretta Brasiliana Inguine intero o parziale, Ceretta > Ceretta Donna
Ceretta  Contorno Viso, Ceretta > Ceretta Donna
Ceretta Brasiliana Petto, Ceretta > Ceretta Uomo
Ceretta Brasiliana Schiena, Ceretta > Ceretta Uomo
Braccia, Ceretta > Ceretta Uomo
Refill Sopracciglia , Ceretta > Ceretta Uomo
Definizione Sopracciglia, Ceretta > Ceretta Uomo
Fango Snellente Drenante,Trattamenti Corpo
Laminazione Ciglia,Ciglia / Sopracciglia
Permanente Ciglia,Ciglia / Sopracciglia
manicure con o senza smalto nuove clienti,Trattamenti in Offerta
Ceretta gamba intera inguine parziale, Ceretta > Ceretta Donna
Refill gel nuove clienti,Trattamenti in Offerta
Massaggio Rilassante 1 prova,Trattamenti in Offerta
Pedicure curativo con o senza smalto nuove clienti ,Trattamenti in Offerta
rimozione semipermanente mani,Manicure > Manicure Donna
rimozione gel\acrilico\acrygel,Ricostruzione Unghie
Rubber con french ,Ricostruzione Unghie
Pacchetto Pressotrapia prova 10 sedute,Trattamenti in Offerta
Pacchetto pressoterapia prova 7 sedute,Trattamenti in Offerta
Pacchetto pressoterapia prova 5 sedute,Trattamenti in Offerta
Pacchetto Pressoterapia 10 Sedute,Trattamenti in Offerta
perianale, Ceretta > Ceretta Donna
Refil Gel dopo 3 sett e mezzo,Ricostruzione Unghie
Refil gel Baby-boomer o Frech dopo 3 sett e mezzo,Ricostruzione Unghie
Rimozione semipermanente + Pedicure Estetico  con o senza smalto,Trattamenti in Offerta
Rimozione semipermanente piedi + Pedicure curativo,Trattamenti in Offerta
Nails Art Base o Applicazione  Fino a 4 unghie,Ricostruzione Unghie
Pacchetto rubber 10 sedute,Trattamenti in Offerta
Pulizia Viso con Alta Frequenza ,Trattamenti in Offerta
Manicure Russa + Rubber,Ricostruzione Unghie
Consulenza,Tricologia
Manicure no smalto,Manicure
Manicure + smalto One Step,Manicure
Manicure Russa + Smalto semipermanente unghia corte,Manicure
Pedicure profondo,Pedicure
Pedicure estetico + Smalto classico,Pedicure
Pedicure profondo + Smalto semipermanente,Pedicure
Pedicure profondo + smalto classico,Pedicure
Labbro Superiore,Ceretta
Gambe intere,Ceretta
Gambe intere+ Inguine,Ceretta
Inguine Bikini,Ceretta
Inguine Integrale,Ceretta
Braccia (metà),Ceretta
Gluteo,Ceretta
Metà gamba inferiore,Ceretta
Metà gamba superiore,Ceretta
Ascelle,Ceretta
Pulizia viso con vaporizzatore,Trattamenti viso
Trattamento Anti-age + Needling,Trattamenti viso
Make-up giorno,Trattamenti viso
Sopracciglia Pinzetta,Ceretta
Scrub Viso corpo,Trattamenti Corpo
"Massaggio GAG (Gambe, Addome, Glutei)",Trattamenti Corpo
Massaggio Total Boody Relax,Trattamenti Corpo
Massaggio Schiena Relax,Trattamenti Corpo
"Trattamento con bendaggi (Drenanti, Riducenti, Tonificanti)",Trattamenti Corpo
Gambe Intere,Trattamento Epilazione Laser Donna
Metà Gambe Superiore,Trattamento Epilazione Laser Donna
Metà Gambe Inferiore,Trattamento Epilazione Laser Donna
Gambe + Inguine totale ,Trattamento Epilazione Laser Donna
Inguine sgambato,Trattamento Epilazione Laser Donna
Inguine totale,Trattamento Epilazione Laser Donna
Labbro,Trattamento Epilazione Laser Donna
Labbro + mento ,Trattamento Epilazione Laser Donna
Mento,Trattamento Epilazione Laser Donna
Ascelle,Trattamento Epilazione Laser Donna
Braccia intere,Trattamento Epilazione Laser Donna
Presso-terapia,Trattamenti Corpo
Manicure Russa + Ricostruzione,Manicure
Manicure Russa + Smalto semi Rinforzato,Manicure
Manicure Russa + Gel o acrigel,Manicure
 Semipermanente Piedi,Pedicure
Pedicure Estetico + Semipermanente,Pedicure
Montaggio Lipolaser,Trattamenti Corpo
Trattamento Lipolaser,Trattamenti Corpo
Piscina ,""
Palestra,""
rimozione semipermanente,Pedicure
Manicure + smalto normale,Manicure
Make-up sera,Trattamenti viso
Make-up sposa,Trattamenti viso
riparazione semipermanente o gel,Manicure
Manicure  + Smalto semipermanente ,Manicure
trattamento viso con maschere peel-off,Trattamenti viso
Make-up ,Trattamenti viso
Trattamento shiatsu ,Trattamenti Corpo
Gambe + Inguine sgambato ,Trattamento Epilazione Laser Donna
Braccia (metà),Trattamento Epilazione Laser Donna
montaggio Presso-terapia,Trattamenti Corpo
"cera completa (gambe , inguine, ascelle, braccia, Viso",Ceretta
Labbro Superiore,""
Gambe intere,""
Gambe + Inguine,""
Inguine Integrale,""
Braccia,""
Gluteo,""
Ascelle,""
Pulizia viso ad ultrasuoni,Trattamenti viso
Trattamento Anti-age,Trattamenti viso
Sopracciglia con ceretta + pinzetta,Sopracciglia
Massaggio Total Boody Relax,Trattamenti Corpo
Massaggio Schiena Relax,Trattamenti Corpo
Gambe Intere,Trattamento Laser > Trattamento Epilazione Laser Donna
Metà Gambe Superiore,Trattamento Laser > Trattamento Epilazione Laser Donna
Metà Gambe Inferiore,Trattamento Laser > Trattamento Epilazione Laser Donna
Gambe + Inguine,Trattamento Laser > Trattamento Epilazione Laser Donna
Inguine Bikini,Trattamento Laser > Trattamento Epilazione Laser Donna
Inguine Integrale,Trattamento Laser > Trattamento Epilazione Laser Donna
Baffetto,Trattamento Laser > Trattamento Epilazione Laser Donna
Viso Completo,Trattamento Laser > Trattamento Epilazione Laser Donna
Mento Ristretto,Trattamento Laser > Trattamento Epilazione Laser Donna
Mento Esteso,Trattamento Laser > Trattamento Epilazione Laser Donna
Ascelle,Trattamento Laser > Trattamento Epilazione Laser Donna
Glutei,Trattamento Laser > Trattamento Epilazione Laser Donna
Gambe,Trattamento Laser > Trattamento Epilazione Laser Uomo
Ascelle,Trattamento Laser > Trattamento Epilazione Laser Uomo
Braccia,Trattamento Laser > Trattamento Epilazione Laser Uomo
Petto,Trattamento Laser > Trattamento Epilazione Laser Uomo
Addome,Trattamento Laser > Trattamento Epilazione Laser Uomo
Spalle,Trattamento Laser > Trattamento Epilazione Laser Uomo
Schiena Completa,Trattamento Laser > Trattamento Epilazione Laser Uomo
Glutei,Trattamento Laser > Trattamento Epilazione Laser Uomo
Consulenza Corpo,Consulenza estetica
Consulenza Trattamento di Epilazione Laser,Consulenza estetica
Trattamento Foto Biostimolazione,Trattamenti viso
Massaggio anticellulite/drenante,Trattamenti Corpo
Consulenza Viso,Consulenza estetica
Braccia,Trattamento Laser > Trattamento Epilazione Laser Donna
Zigomi,Trattamento Laser > Trattamento Epilazione Laser Uomo
Trattamento purificante anti-acne,Trattamenti viso
Massaggio linfodrenante viso,Trattamenti viso
Total Body,Trattamento Laser > Trattamento Epilazione Laser Donna
Pancia,Trattamento Laser > Trattamento Epilazione Laser Donna
Seno,Trattamento Laser > Trattamento Epilazione Laser Donna
Basette,Trattamento Laser > Trattamento Epilazione Laser Donna
Slender Life,Trattamenti Corpo
CONSULENZA NUTRIZIONALE,CONSULENZA NUTRIZIONALE
LABBRO SUPERIORE,"""EPILFREE"" Epilazione definitiva permanente"
Inguine integrale,"""EPILFREE"" Epilazione definitiva permanente"
Tonificazione Addome e Pancia,Trattamenti Corpo
Mento,"""EPILFREE"" Epilazione definitiva permanente"
Labbra e Mento,"""EPILFREE"" Epilazione definitiva permanente"
Basette/Guance,"""EPILFREE"" Epilazione definitiva permanente"
Viso Completo,"""EPILFREE"" Epilazione definitiva permanente"
Orecchie/Naso,"""EPILFREE"" Epilazione definitiva permanente"
Ascelle,"""EPILFREE"" Epilazione definitiva permanente"
Inguine Bikini,"""EPILFREE"" Epilazione definitiva permanente"
Oxyage trattamento gambe ,Trattamenti Corpo
SMALTO GEL MANI,SMALTO/GEL
SMALTO GEL PIEDI,SMALTO/GEL
TRATTAMENTO OMAGGIO VISO CON OXYAGE,""
ASCELLE,Ceretta brasiliana cococera
INGUINE,Ceretta brasiliana cococera
LABBRO SUPERIORE,Ceretta brasiliana cococera
BRACCIA,Ceretta brasiliana cococera
GAMBE,Ceretta brasiliana cococera
MENTO,Ceretta brasiliana cococera
Shampoo - Capelli Corti,Non Prenotabili
Shampoo - Capelli Medi,Non Prenotabili
Shampoo - Capelli Lunghi,Non Prenotabili
Taglio - Capelli Corti,Non Prenotabili
Taglio - Capelli Medi,Non Prenotabili
Taglio - Capelli Lunghi,Non Prenotabili
Piega - Capelli Corti,Non Prenotabili
Piega - Capelli Medi,Non Prenotabili
Piega - Capelli Lunghi,Non Prenotabili
App Ritocco Colore - Capelli Corti,Non Prenotabili
App Ritocco Colore - Capelli Lunghi,Non Prenotabili
App Colore Completo - Capelli Corti,Non Prenotabili
App Colore Completo - Capelli Medi,Non Prenotabili
App Colore Completo - Capelli Lunghi,Non Prenotabili
App Meches Parziali - Capelli Corti,Non Prenotabili
App Meches Parziali - Capelli Medi,Non Prenotabili
App Meches Parziali - Capelli Lunghi,Non Prenotabili
App Meches Completo - Capelli Corti,Non Prenotabili
App Meches Completo - Capelli Medi,Non Prenotabili
App Meches Completo - Capelli Lunghi,Non Prenotabili
App Degradè Ritocco - Capelli Corti,Non Prenotabili
App Degradè Ritocco - Capelli Medi,Non Prenotabili
App Degradè Ritocco - Capelli Lunghi,Non Prenotabili
App Degradè - Capelli Corti,Non Prenotabili
App Degradè - Capelli Medi,Non Prenotabili
App Degradè - Capelli Lunghi,Non Prenotabili
App Permanente - Capelli Corti,Non Prenotabili
App Permanente - Capelli Medi,Non Prenotabili
App Permanente - Capelli Lunghi,Non Prenotabili
Tonalizzante  - Capelli Corti,Non Prenotabili
Tonalizzante - Capelli Medi,Non Prenotabili
Tonalizzante - Capelli Lunghi,Non Prenotabili
Ricostruzione - Capelli Corti,Non Prenotabili
Ricostruzione - Capelli Medi,Non Prenotabili
Ricostruzione - Capelli Lunghi,Non Prenotabili
Trat Pulizia Cute - Capelli Corti,Non Prenotabili
Trat Pulizia Cute - Capelli Medi,Non Prenotabili
Trat Pulizia Cute - Capelli Lunghi,Non Prenotabili
Visita con Microcamera ,Capelli Corti > Senza Taglio
Visita con Microcamera - Capelli Medi,Capelli Medi > Senza Taglio
Visita con Microcamera - Capelli Lunghi,Capelli Lunghi > Senza Taglio
Maschera Colorata,Non Prenotabili
Risciacquo Permanente,Non Prenotabili
Ritocco Colore + Colpi ,Non Prenotabili
Schiariture,Non Prenotabili
Shampoo - Capelli Corti,Non Prenotabili
App Ritocco Colore - Capelli Medi,Non Prenotabili
Visita con Microcamera ,Capelli Corti > Con Taglio
Visita con Microcamera - Capelli Medi,Capelli Medi > Con Taglio
Visita con Microcamera - Capelli Lunghi,Capelli Lunghi > Con Taglio
App Botox,Non Prenotabili
Solo Acconciatura,Capelli Medi > Senza Taglio
Solo Acconciatura,Capelli Lunghi > Senza Taglio
Applicazione-Lisciante-Capelli Corti,Non Prenotabili
Applicazione-Lisciante-Capelli Medi,Non Prenotabili
Applicazione-Lisciante-Capelli Lunghi,Non Prenotabili
Risciaquo + Maschera,Non Prenotabili
Piega Bigodini,Non Prenotabili
App. Ritocco Colore Capelli Medi,Non Prenotabili
Pettinata,Non Prenotabili
Trattamento Puro',""
Posa Maschera,""
Taglio ,Non Prenotabili
Piega - Capelli Lunghi,Non Prenotabili
App Colore Completo,Non Prenotabili
Colore Ammonia Free,Non Prenotabili
Sfumature - Capelli Corti,Non Prenotabili
Sfumature - Capelli Lunghi,Non Prenotabili
Liss Design - Capelli Corti,Non Prenotabili
Liss Design - Capelli Lunghi,Non Prenotabili
Laminazione - Capelli Corti,Non Prenotabili
Laminazione - Capelli Lunghi,Non Prenotabili
Hair Beauty Routine - Capelli Corti,Non Prenotabili
Hair Beauty Routine - Capelli Lunghi,Non Prenotabili
ACCONCIATURA,SPECIAL EVENT
ACCONCIATURA SPOSA,SPECIAL EVENT
Tonalizzante - Capelli Corti,Non Prenotabili
Tonalizzante - Capelli Lunghi,Non Prenotabili
Taglio Curl Specialist,Non Prenotabili
Piega Curl - Capelli Corti,Non Prenotabili
Piega Curl - Capelli Lunghi,Non Prenotabili
TRATTAMENTO DETOX,HAIR SPA
PIEGA,CAPELLI CORTI > SENZA TAGLIO
CONSULENZA TRICOLOGICA,HAIR SPA
SEMI DI LINO EXPERIENCE ,""
PIASTRA ,""
PIEGA CAPELLI CORTI,Non Prenotabili
PIEGA CAPELLI CORTI,CAPELLI CORTI > CON TAGLIO
CRIOTERAPIA,HAIR SPA
TRATTAMENTO ANTICADUTA,HAIR SPA
APPLICAZIONE FIALA ANTICADUTA,HAIR SPA
easy liss,""
Manicure,Mani
Semipermanente Mani,Mani
Semipermanente Rubber,Mani
Allungamento in Gel ,Mani
Allungamento in Acrilico,Mani
Refil Gel,Mani
Refil in Acrilico,Mani
Pedicure Estetico,Piedi
Pedicure Curativo ,Piedi
Semipermanente Piedi,Piedi
Pedicure + Smalto Semipermanente,Piedi
Sopracciglia Pinzetta,Cera Corpo
Sopracciglia Ceretta,Cera Corpo
Baffetto,Cera Corpo
Gambe Intere,Cera Corpo
Gambe Intere + Inguine,Cera Corpo
Mezza Gamba,Cera Corpo
Inguine Parziale,Cera Corpo
Inguine Totale,Cera Corpo
Cera Mento,Cera Corpo
Ascelle,Cera Corpo
Braccia,Cera Corpo
Laminazione Ciglia,Viso
Laminazione Sopracciglia,Viso
Permanente,Viso
Colorazione Sopracciglia,Viso
Barba,Maschile
Taglio,Maschile
Taglio + Shampoo,Maschile
Taglio + Shampoo + Barba,Maschile
Lavaggio e Asciugatura Barba,Maschile
Trattamenti Igienizzanti,Maschile
Shampoo e trattamento specifico ,Maschile
Men Refresch,Maschile
Taglio + Barba,Maschile
Barba Modellata,Barber
Barba all'italiana ,Barber
Taglio e Shampoo,Barber
"Taglio, Shampoo e Barba",Barber
Taglio e Shampoo Baby (0-10 anni),Barber
Trattamento Luxury,Barber
Trattamento Detossinante Cute ,Barber
Trattamento cheratinizzante,Barber
Trattamento lisciante/ondulante da,Barber
Men Reflash (trattamento capelli brizzolati),Barber
Pedicure,Pedicure
Pedicure + Smalto classico,Pedicure
Pedicure + Semipermanente,Pedicure
Baffetto (Solo Prenotazione Telefonica),Epilazione con Cera Classica (Donna)
Gambe intere,Epilazione con Cera Classica (Donna)
Gambe + Inguine Bikini,Epilazione con Cera Classica (Donna)
Inguine Bikini,Epilazione con Cera Classica (Donna)
Inguine Integrale,Epilazione con Cera Classica (Donna)
Braccia,Epilazione con Cera Classica (Donna)
Carbon Mask (Pulizia Viso),Trattamenti Viso (da eseguire previa Consulenza)
Maschera al Ferro (pulizia-tonificante),Trattamenti Viso (da eseguire previa Consulenza)
Sali Ocean Sea (scambi cellulari),Trattamenti Viso (da eseguire previa Consulenza)
Thermofango (ossigenante),Trattamenti Viso (da eseguire previa Consulenza)
Consulenza Viso,Consulenza
Consulenza Corpo,Consulenza
Consulenza Laser,Consulenza
Gambe + Ing. Bikini + Ascelle,Epilazione con Cera Classica (Donna)
Gambe + Ing. Integrale + Ascelle ,Epilazione con Cera Classica (Donna)
Total Body + Inguine Bikini ,Epilazione con Cera Classica (Donna)
Ascelle,Epilazione con Cera Classica (Donna)
Sopracciglia + Baffetto (Solo Prenotazione Telefonica),Epilazione con Cera Classica (Donna)
Trattamento Intensivo Ocean Lift (liftante anti-age),Trattamenti Speciali Benessere
Trattamento Intensivo BioAlgae-Energy (anti-age rivitalizzante),Trattamenti Speciali Benessere
Acid-Mix (feeling-rinnovatore),Trattamenti Speciali Benessere
Fango Sensiderm (desensibilizzante),Trattamenti Viso (da eseguire previa Consulenza)
Biolift (energizzante),Trattamenti Viso (da eseguire previa Consulenza)
BioAlgae Complex (antiossidante),Trattamenti Viso (da eseguire previa Consulenza)
Acid Peel PH 1.2 (attivatore metabolico),Trattamenti Viso (da eseguire previa Consulenza)
Active Peel PH 3.5 (attivatore metabolico),Trattamenti Viso (da eseguire previa Consulenza)
Massaggio Antico Termale Romano (solo su prenotazione telefonica),Massaggio
.Massaggio Miofasciale Antistress (solo su prenotazione telefonica),Massaggio
Tratt. Lombo Sacrale Spalle -Tecnica di Sblocco- (solo su prenotazione telefonica),Massaggio
Massaggio Svedese (solo su prenotazione telefonica),Massaggio
Linfodrenaggio Vodder (solo su prenotazione telefonica),Massaggio
Anticellulite (solo su prenotazione telefonica),Massaggio
Decontratturante (solo su prenotazione telefonica),Massaggio
Massaggio Linfodrenante Gambe,Massaggio
Scrub Total Body,Trattamenti Corpo  > Tratt. Corpo Gravidanza e Post Gravidanza
Sale Ocean Sea,Trattamenti Corpo  > Tratt. Corpo Gravidanza e Post Gravidanza
Fango Sensiderm,Trattamenti Corpo  > Tratt. Corpo Gravidanza e Post Gravidanza
Thermofango,Trattamenti Corpo  > Tratt. Corpo Gravidanza e Post Gravidanza
Fango Massaggio,Trattamenti Corpo  > Tratt. Corpo Gravidanza e Post Gravidanza
Thermofango: Benessere Schiena,Tratt. Benessere Viso e Corpo
Dren-Ice: Gambe Leggere,Tratt. Benessere Viso e Corpo
"SensiEmotion: Lenitivo, Nutriente, Rilassante",Tratt. Benessere Viso e Corpo
"Start Up 3 in 1 Viso: Rigenerante, Effetto Lifting",Tratt. Intensivo Viso
"Pink Beauty Viso e Seno: Luminosità, Rassodamento",Tratt. Intensivo Viso
"Dermolift: Pulizia, Tono, Riequilibrio, Effetto Filler",Tratt. Intensivo Viso
Maschera al Ferro (tonificante),Trattamenti Corpo  > Tratt. Seno Volumizzante Rassodante
Active Peel PH 3.5 (attivatore metabolico ristrutturante),Trattamenti Corpo  > Tratt. Seno Volumizzante Rassodante
Acid Peel PH 1.2 (attivatore metabolico),Trattamenti Corpo  > Tratt. Seno Volumizzante Rassodante
Lipobooster con Thermofango,Trattamenti Corpo  > Tratt. Adipe Localizzato
Lipobooster con BioAlgae Complex,Trattamenti Corpo  > Tratt. Adipe Localizzato
Body Shaper ,Trattamenti Corpo  > Tratt. Adipe Localizzato
Gambe + Inguine integrale ,Epilazione con Cera Classica (Donna)
Manicure,Manicure
Total Body+Inguine Integrale ,Epilazione con Cera Classica (Donna)
Semipermanente senza rimozione,Manicure
Dr.Platon + Maschera al Ferro,Tratt. Intensivo Viso
Dr.Platon + Carbon Mask,Tratt. Intensivo Viso
Dr.Platon,Tratt. Intensivo Viso
Applicazione Smalto (Pedicure),Pedicure
Rimozione,Manicure
Semipermanente,Manicure
Manicure+Smalto Classico,Manicure
Applicazione Smalto,Manicure
Sopracciglia (Solo Prenotazione Telefonica),Epilazione con Cera Classica (Donna)
Mezza Gamba,Epilazione con Cera Classica (Donna)
Glutei,Epilazione con Cera Classica (Donna)
Make-Up,Make-Up
Make-Up Sposa,Make-Up
Cera Bras. Gambe (altezza da 0 a 160 cm),Epilazione con Cera Brasiliana (Donna)
Cera Bras. Gambe (altezza da 160 a 190 cm),Epilazione con Cera Brasiliana (Donna)
Cera Bras. Inguine Bikini,Epilazione con Cera Brasiliana (Donna)
Cera Bras. Inguine Integrale,Epilazione con Cera Brasiliana (Donna)
Cera Bras. Braccia,Epilazione con Cera Brasiliana (Donna)
Cera Bras. Viso Completo,Epilazione con Cera Brasiliana (Donna)
Cera Bras. Baffetto (Solo Prenotazione Telefonica),Epilazione con Cera Brasiliana (Donna)
Cera Bras. Sopracciglia (Solo Prenotazione Telefonica),Epilazione con Cera Brasiliana (Donna)
